Date,,Bicenntenial Bikeway,Bicentennial Bikeway Pedestrians Inbound,Bicentennial Bikeway Pedestrians Outbound,Bicentennial Bikeway Cyclists Inbound,Bicentennial Bikeway Cyclists Outbound,Bishop Street Enoggera,Bishop Street Pedestrians Inbound,Bishop Street Pedestrians Outbound,Bishop Street Cyclists Inbound,Bishop Street Cyclists Outbound,Ekibin Park,Ekibin Park Pedestrians Inbound,Ekibin Park Pedestrians Outbound,Ekibin Park Cyclists Inbound,Ekibin Park Cyclists Outbound,Eleanor Schonell Bridge Cyclists,Eleanor Schonell Bridge Cyclists Inbound,Eleanor Schonell Bridge Cyclists Outbound,Eleanor Schonell Bridge Pedestrians,Eleanor Schonell Bridge Pedestrians Inbound,Eleanor Schonell Bridge Pedestrians Outbound,Go Between Bridge Cyclists,Go Between Bridge Cyclists Inbound,Go Between Bridge Cyclists Outbound,Go Between Bridge Pedestrians,Go Between Bridge Pedestrians Inbound,Go Between Bridge Pedestrians Outbound,Granville Street Bridge,Granville Street Bridge Pedestrians Inbound,Granville Street Bridge Pedestrians Outbound,Granville Street Bridge Cyclists Inbound,Granville Street Bridge Cyclists Outbound,Jack Pesch Bridge,Jack Pesch Bridge Pedestrians Inbound,Jack Pesch Bridge Pedestrians Outbound,Jack Pesch Bridge Cyclists Outbound,Jack Pesch Bridge Cyclists Inbound,Kangaroo Point Bikeway,Kangaroo Point Bikeway Pedestrians Inbound,Kangaroo Point Bikeway Pedestrians Outbound,Kangaroo Point Bikeway Cyclists Inbound,Kangaroo Point Bikeway Cyclists Outbound,Kedron Brook Bikeway Lutwyche,Kedron Brook Bikeway Lutwyche Pedestrians Inbound,Kedron Brook Bikeway Lutwyche Pedestrians Outbound,Kedron Brook Bikeway Lutwyche Cyclists Inbound,Kedron Brook Bikeway Lutwyche Cyclists Outbound,Kedron Brook Bikeway Mitchelton,Kedron Brook Bikeway Mitchelton Pedestrian Inbound,Kedron Brook Bikeway Mitchelton Pedestrian Outbound,Kedron Brook Bikeway Mitchelton Cyclist Inbound,Kedron Brook Bikeway Mitchelton Cyclist Outbound,Lambert Road Indooroopilly,Lambert Road Indooroopilly Cyclists Inbound,Lambert Road Indooroopilly Cyclists Outbound,Norman Park,Norman Park Pedestrians Inbound,Norman Park Pedestrians Outbound,Norman Park Cyclists Inbound,Norman Park Cyclists Outbound,North Brisbane Bikeway Windsor,North Brisbane Bikeway Mann Park Windsor Pedestrian Inbound,North Brisbane Bikeway Mann Park Windsor Pedestrian Outbound,North Brisbane Bikeway Mann Park Windsor Cyclists Inbound,North Brisbane Bikeway Mann Park Windsor Cyclists Outbound,Riverwalk,Riverwalk Pedestrians Inbound,Riverwalk Pedestrians Outbound,Riverwalk Cyclists Inbound,Riverwalk Cyclists Outbound,Schulz Canal Bridge,Schulz Canal Bridge Pedestrians Inbound,Schulz Canal Bridge Pedestrians Outbound,Schulz Canal Bridge Cyclists Inbound,Schulz Canal Bridge Cyclists Outbound,Stanley Street Cyclists,Stanley Street Cyclists Inbound,Stanley Street Cyclists Outbound,Stanley Street on-road Cyclists Inbound,Story Bridge East ,Story Bridge East Pedestrian Inbound,Story Bridge East Pedestrian Outbound,Story Bridge East Cyclists Inbound,Story Bridge East Cyclists Outbound,Story Bridge West ,Story Bridge West Pedestrian Inbound,Story Bridge West Pedestrian Outbound,Story Bridge West Cyclists Inbound,Story Bridge West Cyclists Outbound
26/08/2014,0:00,6692,2295,2815,766,816,,,,,,,,,,,2547,1249,1298,3137,1599,1538,1522,963,559,4307,1794,2513,,,,,,,,,,,3615,1170,1090,587,768,1157,231,213,347,366,,,,,,,,,,,,,,359,65,48,130,116,,,,,,225,40,35,75,75,,,,,0,0,0,0,0,3120,868,827,920,505
27/08/2014,0:00,5116,1890,2216,508,502,,,,,,,,,,,2202,1091,1111,2692,1390,1302,1248,788,460,4554,1969,2585,,,,,,,,,,,2663,876,766,462,559,774,171,164,216,223,,,,,,,,,,,,,,275,49,41,97,88,,,,,,186,25,24,68,69,,,,,0,0,0,0,0,2590,757,617,752,464
28/08/2014,0:00,4431,1546,1796,520,569,,,,,,,,,,,2057,991,1066,2944,1546,1398,1010,542,468,2144,1077,1067,,,,,,,,,,,2775,1061,883,356,475,799,211,181,201,206,,,,,,,,,,,,,,293,58,56,74,105,,,,,,138,30,17,48,43,,,,,0,0,0,0,0,2459,772,708,568,411
29/08/2014,0:00,5419,1766,2526,540,587,,,,,,,,,,,2113,1003,1110,2568,1354,1214,1669,1080,589,5563,2477,3086,,,,,,,,,,,3094,1007,992,468,627,928,213,204,249,262,,,,,,,,,,,,,,300,49,47,98,106,,,,,,186,22,21,74,69,,,,,0,0,0,0,0,2646,766,694,782,404
30/08/2014,0:00,4666,1318,2099,627,622,,,,,,,,,,,1165,542,623,1187,604,583,1382,906,476,4840,2094,2746,,,,,,,,,,,3763,1381,1243,466,673,1461,300,293,437,431,,,,,,,,,,,,,,131,24,23,30,54,,,,,,203,20,18,84,81,,,,,0,0,0,0,0,2454,875,775,560,244
31/08/2014,0:00,5635,1558,2622,727,728,,,,,,,,,,,1401,635,766,1322,697,625,1379,972,407,3516,1574,1942,,,,,,,,,,,4524,1589,1512,568,855,1931,327,306,628,670,,,,,,,,,,,,,,177,31,22,54,70,,,,,,244,32,27,96,89,,,,,0,0,0,0,0,2756,953,824,700,279
1/09/2014,0:00,6071,2108,2419,711,833,,,,,,,,,,,2232,1099,1133,3037,1635,1402,1220,748,472,4952,2122,2830,,,,,,,,,,,3512,1204,1095,525,688,1152,296,281,285,290,,,,,,,,,,,,,,361,68,67,106,120,,,,,,187,31,25,69,62,,,,,0,0,0,0,0,3003,847,811,850,495
2/09/2014,0:00,6674,2195,2855,779,845,,,,,,,,,,,2456,1183,1273,2900,1505,1395,1612,993,619,2608,1283,1325,,,,,,,,,,,3658,1261,1107,567,723,1034,232,223,290,289,,,,,,,,,,,,,,384,84,58,111,131,,,,,,242,41,25,91,85,,,,,0,0,0,0,0,3083,880,792,889,522
3/09/2014,0:00,6031,2080,2521,686,744,,,,,,,,,,,2321,1116,1205,2841,1391,1450,1447,863,584,5788,2595,3193,,,,,,,,,,,3591,1208,1126,534,723,1045,251,249,277,268,,,,,,,,,,,,,,312,68,44,96,104,,,,,,209,24,19,82,84,,,,,0,0,0,0,0,3157,886,864,843,564
4/09/2014,0:00,5807,1997,2507,617,686,,,,,,,,,,,2314,1106,1208,2889,1512,1377,1336,804,532,5469,2394,3075,,,,,,,,,,,3488,1171,1052,538,727,1080,236,227,299,318,,,,,,,,,,,,,,363,70,53,122,118,,,,,,239,31,27,94,87,,,,,0,0,0,0,0,3025,869,795,793,568
5/09/2014,0:00,5368,1826,2385,559,598,,,,,,,,,,,2028,1003,1025,2827,1584,1243,1435,922,513,5044,2136,2908,,,,,,,,,,,2935,976,895,460,604,892,189,187,257,259,,,,,,,,,,,,,,420,187,43,84,106,,,,,,246,47,28,92,79,,,,,0,0,0,0,0,2531,746,611,777,397
6/09/2014,0:00,4501,1301,2135,537,528,,,,,,,,,,,1225,543,682,1736,950,786,1399,951,448,3838,1446,2392,,,,,,,,,,,3367,1214,1089,448,616,1315,268,246,413,388,,,,,,,,,,,,,,256,118,25,40,73,,,,,,201,29,39,61,72,,,,,0,0,0,0,0,2260,838,624,550,248
7/09/2014,0:00,3931,1115,1756,538,522,,,,,,,,,,,1023,492,531,1309,729,580,1107,729,378,1314,506,808,,,,,,,,,,,3257,1120,1025,439,673,1298,250,229,401,418,,,,,,,,,,,,,,189,68,35,43,43,,,,,,140,35,20,41,44,,,,,0,0,0,0,0,1981,683,680,427,191
8/09/2014,0:00,4259,1463,1661,526,609,,,,,,,,,,,1888,894,994,2891,1505,1386,925,545,380,1985,953,1032,,,,,,,,,,,2502,889,820,348,445,771,201,179,196,195,,,,,,,,,,,,,,290,56,48,91,95,,,,,,174,67,24,40,43,,,,,0,0,0,0,0,2331,722,680,583,346
9/09/2014,0:00,6471,2230,2738,722,781,,,,,,,,,,,2425,1168,1257,3116,1708,1408,1556,1011,545,3403,1287,2116,,,,,,,,,,,3493,1184,1080,537,692,1183,269,274,318,322,,,,,,,,,,,,,,392,91,45,116,140,,,,,,266,72,33,84,77,,,,,0,0,0,0,0,3055,905,828,832,490
10/09/2014,0:00,6439,2236,2786,681,736,,,,,,,,,,,2465,1172,1293,3426,2034,1392,1524,989,535,3944,1617,2327,,,,,,,,,,,3799,1302,1223,549,725,1085,246,237,308,294,,,,,,,,,,,,,,364,86,66,99,113,,,,,,229,37,24,84,84,,,,,0,0,0,0,0,3022,831,823,910,458
11/09/2014,0:00,6335,2139,2742,691,763,,,,,,,,,,,2411,1185,1226,3532,2285,1247,1423,906,517,5984,2433,3551,,,,,,,,,,,3503,1141,1094,537,731,1088,234,228,302,324,,,,,,,,,,,,,,364,83,47,109,125,,,,,,244,38,26,100,80,,,,,0,0,0,0,0,2951,785,774,914,478
12/09/2014,0:00,5473,1815,2484,577,597,,,,,,,,,,,2183,1026,1157,3060,1897,1163,1374,935,439,4133,1565,2568,,,,,,,,,,,3095,1099,945,435,616,967,192,195,296,284,,,,,,,,,,,,,,275,60,51,82,82,,,,,,233,72,25,67,69,,,,,0,0,0,0,0,2597,807,625,807,358
13/09/2014,0:00,4513,1215,2093,593,612,,,,,,,,,,,1254,595,659,1733,888,845,1408,899,509,2289,705,1584,,,,,,,,,,,3661,1428,1284,374,575,1399,277,264,432,426,,,,,,,,,,,,,,160,54,20,42,44,,,,,,148,22,26,52,48,,,,,0,0,0,0,0,2155,796,597,550,212
14/09/2014,0:00,5017,1399,2207,713,698,,,,,,,,,,,1268,631,637,1926,1308,618,1389,874,515,2703,1045,1658,,,,,,,,,,,4375,1521,1486,555,813,1670,294,294,537,545,,,,,,,,,,,,,,205,66,39,35,65,,,,,,182,28,30,68,56,,,,,0,0,0,0,0,2576,855,840,620,261
15/09/2014,0:00,6110,2108,2443,723,836,,,,,,,,,,,2372,1133,1239,3674,2396,1278,1212,767,445,4866,1991,2875,,,,,,,,,,,3535,1177,1153,531,674,999,264,253,232,250,,,,,,,,,,,,,,378,106,46,93,133,,,,,,202,32,16,77,77,,,,,0,0,0,0,0,2906,783,837,841,445
16/09/2014,0:00,6438,2216,2826,659,737,,,,,,,,,,,2559,1245,1314,4342,3037,1305,1436,974,462,4704,1907,2797,,,,,,,,,,,3709,1238,1147,574,750,1052,220,233,291,308,,,,,,,,,,,,,,361,76,60,113,112,,,,,,211,23,19,87,82,,,,,0,0,0,0,0,2911,710,761,964,476
17/09/2014,0:00,6729,2252,2963,722,792,,,,,,,,,,,2529,1210,1319,3086,1926,1160,1572,1019,553,5568,2338,3230,,,,,,,,,,,3626,1167,1093,569,797,1171,274,244,342,311,,,,,,,,,,,,,,422,103,77,130,112,,,,,,258,32,25,105,96,,,,,0,0,0,0,0,3025,777,739,1033,476
18/09/2014,0:00,6270,2189,2731,638,712,,,,,,,,,,,2517,1218,1299,3078,1932,1146,1499,923,576,6324,2797,3527,,,,,,,,,,,3435,1139,1030,554,712,1103,236,227,317,323,,,,,,,,,,,,,,358,68,63,116,111,,,,,,228,29,27,88,84,,,,,0,0,0,0,0,3053,854,788,927,484
19/09/2014,0:00,5665,1857,2661,561,586,,,,,,,,,,,2088,1003,1085,3926,2914,1012,1548,1020,528,5447,2307,3140,,,,,,,,,,,3157,1070,935,483,669,982,218,216,272,276,,,,,,,,,,,,,,266,55,39,85,87,,,,,,200,24,18,77,81,,,,,0,0,0,0,0,2439,726,603,752,358
20/09/2014,0:00,4478,1311,2052,556,559,,,,,,,,,,,1244,549,695,1848,1053,795,1421,928,493,2244,782,1462,,,,,,,,,,,3371,1224,1122,402,623,1155,225,208,366,356,,,,,,,,,,,,,,179,33,33,64,49,,,,,,149,18,13,67,51,,,,,0,0,0,0,0,2339,846,679,564,250
21/09/2014,0:00,5015,1401,2330,641,643,,,,,,,,,,,1230,561,669,1699,1200,499,1302,882,420,2041,751,1290,,,,,,,,,,,4177,1418,1424,538,797,1527,291,277,487,472,,,,,,,,,,,,,,292,122,51,44,75,,,,,,190,29,23,68,70,,,,,0,0,0,0,0,2887,999,930,685,273
22/09/2014,0:00,5012,1801,2062,561,588,,,,,,,,,,,1961,932,1029,2667,1473,1194,1096,650,446,2430,966,1464,,,,,,,,,,,2673,849,804,462,558,828,209,192,214,213,,,,,,,,,,,,,,351,102,53,99,97,,,,,,186,32,21,71,62,,,,,0,0,0,0,0,2533,699,642,774,418
23/09/2014,0:00,6386,2110,2675,764,837,,,,,,,,,,,2347,1131,1216,2949,1710,1239,1441,873,568,2590,1142,1448,,,,,,,,,,,3627,1222,1086,534,785,1110,263,234,312,301,,,,,,,,,,,,,,435,120,64,123,128,,,,,,214,32,33,77,72,,,,,0,0,0,0,0,3091,940,806,907,438
24/09/2014,0:00,6224,2144,2677,676,727,,,,,,,,,,,2285,1081,1204,2784,1445,1339,1514,982,532,1969,955,1014,,,,,,,,,,,3497,1163,1071,540,723,1000,251,234,271,244,,,,,,,,,,,,,,327,58,52,113,104,,,,,,225,20,26,94,85,,,,,0,0,0,0,0,2975,846,786,840,503
25/09/2014,0:00,5051,1837,2194,530,490,,,,,,,,,,,1983,989,994,2109,1279,830,1152,767,385,2896,1153,1743,,,,,,,,,,,2725,865,863,420,577,849,181,161,246,261,,,,,,,,,,,,,,293,74,45,88,86,,,,,,229,30,44,75,80,,,,,0,0,0,0,0,1804,548,476,531,249
26/09/2014,0:00,5419,1748,2490,578,603,,,,,,,,,,,1968,924,1044,2503,1428,1075,1509,1001,508,3951,1483,2468,,,,,,,,,,,3218,1116,1009,452,641,959,208,206,272,273,,,,,,,,,,,,,,281,58,40,92,91,,,,,,185,30,24,69,62,,,,,0,0,0,0,0,33,7,14,9,3
27/09/2014,0:00,5242,1468,2288,752,734,,,,,,,,,,,1010,467,543,1252,826,426,1546,1055,491,4290,1612,2678,,,,,,,,,,,3258,1151,1145,382,580,1230,274,231,363,362,,,,,,,,,,,,,,210,72,22,48,68,,,,,,207,25,21,96,65,,,,,0,0,0,0,0,189,118,31,25,15
28/09/2014,0:00,5089,1373,2287,734,695,,,,,,,,,,,1177,533,644,1369,871,498,1254,834,420,2629,1006,1623,,,,,,,,,,,3865,1393,1294,458,720,1632,295,257,532,548,,,,,,,,,,,,,,298,142,34,56,66,,,,,,279,61,23,97,98,,,,,0,0,0,0,0,1543,634,497,303,109
29/09/2014,0:00,5445,1958,2377,586,524,,,,,,,,,,,1641,787,854,3247,2457,790,1258,791,467,4713,1959,2754,,,,,,,,,,,3584,1286,1162,484,652,1105,290,267,276,272,,,,,,,,,,,,,,443,146,54,113,130,,,,,,243,47,27,93,76,,,,,0,0,0,0,0,2838,791,863,761,423
30/09/2014,0:00,5376,2221,2921,145,89,,,,,,,,,,,1888,931,957,3261,2492,769,1545,1047,498,4945,1948,2997,,,,,,,,,,,3859,1238,1202,578,841,1234,243,232,381,378,,,,,,,,,,,,,,431,139,54,104,134,,,,,,295,50,32,110,103,,,,,0,0,0,0,0,3112,773,782,1002,555
1/10/2014,0:00,4946,2140,2690,56,60,,,,,,,,,,,1816,883,933,2286,1640,646,1460,972,488,4677,1767,2910,,,,,,,,,,,3478,1135,1062,551,730,1207,268,255,341,343,,,,,,,,,,,,,,337,85,40,115,97,,,,,,255,20,21,112,102,,,,,0,0,0,0,0,2711,727,620,941,423
2/10/2014,0:00,4603,2009,2482,59,53,,,,,,,,,,,1702,818,884,1728,938,790,1413,834,579,2996,1194,1802,,,,,,,,,,,3349,1156,1020,500,673,1029,227,212,297,293,,,,,,,,,,,,,,355,66,71,105,113,,,,,,273,26,29,112,106,,,,,0,0,0,0,0,2336,667,566,740,363
3/10/2014,0:00,4243,1718,2452,25,48,,,,,,,,,,,1553,759,794,2138,1462,676,1447,1004,443,4334,1726,2608,,,,,,,,,,,3101,1023,981,471,626,993,197,199,304,293,,,,,,,,,,,,,,312,75,35,92,110,,,,,,210,56,26,70,58,,,,,0,0,0,0,0,1476,497,393,433,153
4/10/2014,0:00,3298,1159,2054,39,46,,,,,,,,,,,964,460,504,1988,1545,443,1347,867,480,2288,663,1625,,,,,,,,,,,3151,1141,1045,340,625,1206,199,233,374,400,,,,,,,,,,,,,,176,42,29,49,56,,,,,,218,25,25,101,67,,,,,0,0,0,0,0,1355,502,457,291,105
5/10/2014,0:00,3437,1290,2040,56,51,,,,,,,,,,,1107,503,604,2280,1866,414,1075,724,351,2562,1005,1557,,,,,,,,,,,3684,1320,1236,419,709,1273,211,210,423,429,,,,,,,,,,,,,,195,50,32,60,53,,,,,,235,32,16,96,91,,,,,0,0,0,0,0,1378,517,450,298,113
6/10/2014,0:00,4312,1690,2490,65,67,,,,,,,,,,,1249,577,672,2896,2350,546,1270,879,391,2637,1137,1500,,,,,,,,,,,4557,1592,1479,601,885,1795,291,314,599,591,,,,,,,,,,,,,,265,86,40,83,56,7041,2270,1803,1450,1518,282,32,24,118,108,,,,,0,0,0,0,0,1588,588,474,369,157
7/10/2014,0:00,5104,2213,2779,51,61,,,,,,,,,,,2384,1155,1229,4312,3166,1146,1467,958,509,4635,1954,2681,,,,,,,,,,,3439,1139,1026,570,704,1164,269,268,313,314,,,,,,,,,,,,,,375,101,60,105,109,2384,821,693,453,417,254,43,26,86,99,,,,,0,0,0,0,0,1598,481,476,448,193
8/10/2014,0:00,5396,2438,2910,25,23,,,,,,,,,,,2570,1243,1327,3919,2836,1083,1546,1063,483,4562,1770,2792,,,,,,,,,,,3571,1115,1053,605,798,995,196,206,303,290,,,,,,,,,,,,,,394,81,57,129,127,2154,710,557,483,404,254,25,25,96,108,,,,,0,0,0,0,0,1505,510,352,461,182
9/10/2014,0:00,4827,2126,2663,13,25,,,,,,,,,,,2478,1170,1308,2748,1486,1262,1484,913,571,2020,985,1035,,,,,,,,,,,3231,1059,945,522,705,1063,249,227,294,293,,,,,,,,,,,,,,320,54,31,108,127,2227,770,576,466,415,209,26,23,74,86,,,,,0,0,0,0,0,1590,553,421,429,187
10/10/2014,0:00,4617,1935,2646,12,24,,,,,,,,,,,2189,1051,1138,2469,1391,1078,1576,1104,472,2568,1092,1476,,,,,,,,,,,3395,1137,1056,504,698,990,217,215,290,268,,,,,,,,,,,,,,344,79,41,103,121,2196,722,597,466,411,224,23,27,90,84,,,,,0,0,0,0,0,1350,491,377,339,143
11/10/2014,0:00,3824,1396,2384,21,23,,,,,,,,,,,1320,625,695,1460,963,497,1614,1118,496,2250,725,1525,,,,,,,,,,,3594,1283,1201,423,687,1304,252,263,399,390,,,,,,,,,,,,,,209,79,26,56,48,3418,1159,750,792,717,224,14,23,102,85,,,,,0,0,0,0,0,1558,600,527,309,122
12/10/2014,0:00,4299,1557,2704,14,24,,,,,,,,,,,1368,639,729,2414,1884,530,1411,983,428,2339,934,1405,,,,,,,,,,,4380,1395,1638,564,783,1698,279,296,544,579,,,,,,,,,,,,,,143,34,25,47,37,4624,1482,988,1096,1058,215,17,24,94,80,,,,,0,0,0,0,0,1808,572,704,377,155
13/10/2014,0:00,4259,2007,2220,14,18,,,,,,,,,,,2259,1099,1160,4275,3134,1141,1266,836,430,3681,1511,2170,,,,,,,,,,,3200,1037,931,531,701,1012,226,241,266,279,,,,,,,,,,,,,,337,61,54,117,105,2160,722,605,415,418,194,25,22,74,73,,,,,0,0,0,0,0,1409,453,389,400,167
14/10/2014,0:00,4427,1996,2394,13,24,,,,,,,,,,,2374,1159,1215,2429,1327,1102,1369,876,493,3809,1539,2270,,,,,,,,,,,3426,1162,1012,549,703,1140,291,262,298,289,,,,,,,,,,,,,,366,69,49,119,129,2378,794,744,446,394,198,16,26,83,73,,,,,0,0,0,0,0,1552,526,450,363,213
15/10/2014,0:00,5401,2446,2910,12,33,,,,,,,,,,,2741,1301,1440,3163,2020,1143,1778,1125,653,5542,2401,3141,,,,,,,,,,,3710,1190,1038,655,827,1141,250,223,345,323,,,,,,,,,,,,,,359,67,44,143,105,2659,868,761,514,516,311,36,48,111,116,,,,,0,0,0,0,0,1755,613,503,415,224
16/10/2014,0:00,4875,2170,2674,9,22,,,,,,,,,,,2509,1217,1292,2787,1641,1146,1462,952,510,5320,2174,3146,,,,,,,,,,,3913,1557,1084,562,710,1237,273,253,344,367,,,,,,,,,,,,,,454,141,36,139,138,2463,778,694,522,469,267,41,34,94,98,,,,,0,0,0,0,0,2860,784,677,916,483
17/10/2014,0:00,4489,1937,2516,12,24,,,,,,,,,,,2201,1059,1142,2287,1535,752,1537,1116,421,5295,2098,3197,,,,,,,,,,,3941,1848,902,496,695,1067,292,198,299,278,,,,,,,,,,,,,,276,66,35,93,82,2115,657,521,487,450,218,21,23,90,84,,,,,0,0,0,0,0,3713,1833,600,889,391
18/10/2014,0:00,3374,1311,2013,29,21,,,,,,,,,,,1245,547,698,1650,1144,506,1476,1021,455,4896,1636,3260,,,,,,,,,,,4263,1780,1268,485,730,1314,255,235,417,407,,,,,,,,,,,,,,200,61,36,55,48,3087,1010,741,686,650,227,27,22,97,81,,,,,0,0,0,0,0,2318,832,663,590,233
19/10/2014,0:00,3606,1540,2006,34,26,,,,,,,,,,,1228,601,627,1854,1108,746,1810,907,903,2577,855,1722,,,,,,,,,,,5083,2074,1587,589,833,1442,313,270,441,418,,,,,,,,,,,,,,159,40,27,47,45,4918,1666,1175,1012,1065,176,20,23,73,60,,,,,0,0,0,0,0,2775,921,946,652,256
20/10/2014,0:00,4392,2052,2301,17,22,,,,,,,,,,,2295,1099,1196,3691,2630,1061,1220,815,405,4812,1971,2841,,,,,,,,,,,3796,1548,1029,555,664,1173,284,258,329,302,,,,,,,,,,,,,,439,156,67,100,116,2779,896,853,531,499,234,27,22,98,87,,,,,0,0,0,0,0,2849,772,745,832,500
21/10/2014,0:00,4778,2236,2520,9,13,,,,,,,,,,,2398,1151,1247,2512,1385,1127,1489,923,566,2392,1073,1319,,,,,,,,,,,3250,1103,969,492,686,1091,263,244,290,294,,,,,,,,,,,,,,351,74,50,113,114,1980,631,523,461,365,208,30,22,82,74,,,,,0,0,0,0,0,2901,844,731,854,472
22/10/2014,0:00,5200,2405,2742,19,34,,,,,,,,,,,2479,1198,1281,2671,1469,1202,1530,990,540,3268,1209,2059,,,,,,,,,,,4010,1583,1090,575,762,1119,264,236,315,304,,,,,,,,,,,,,,376,70,63,114,129,2227,758,577,471,421,237,37,22,85,93,,,,,0,0,0,0,0,3014,856,722,956,480
23/10/2014,0:00,4759,2142,2570,17,30,,,,,,,,,,,2602,1252,1350,2882,1914,968,1460,941,519,4738,1883,2855,,,,,,,,,,,4146,1652,1284,508,702,1163,223,239,348,353,,,,,,,,,,,,,,383,109,44,120,110,2311,765,626,465,455,275,31,25,105,114,,,,,0,0,0,0,0,2832,739,735,904,454
24/10/2014,0:00,4428,1870,2506,19,33,,,,,,,,,,,2233,1087,1146,3143,2350,793,1477,1069,408,5159,1995,3164,,,,,,,,,,,3052,996,885,498,673,1006,180,195,312,319,,,,,,,,,,,,,,349,121,46,91,91,2106,679,500,493,434,206,32,19,78,77,,,,,0,0,0,0,0,2477,649,612,842,374
25/10/2014,0:00,3629,1354,2224,25,26,,,,,,,,,,,1138,500,638,2436,2032,404,1431,993,438,4397,1506,2891,,,,,,,,,,,3731,1374,1171,461,725,1093,170,219,348,356,,,,,,,,,,,,,,212,56,22,84,50,2792,804,613,707,668,190,18,19,84,69,,,,,0,0,0,0,0,2228,751,603,647,227
26/10/2014,0:00,3736,1415,2282,18,21,,,,,,,,,,,1438,691,747,1957,1547,410,1174,837,337,2410,892,1518,,,,,,,,,,,3855,1374,1281,460,740,1368,206,225,470,467,,,,,,,,,,,,,,233,63,33,84,53,3624,1114,752,881,877,163,20,14,70,59,,,,,0,0,0,0,0,2326,725,753,590,258
27/10/2014,0:00,3998,1912,2049,19,18,,,,,,,,,,,2218,1045,1173,1824,1489,335,1104,774,330,4053,1605,2448,,,,,,,,,,,2574,839,720,433,582,865,246,152,229,238,,,,,,,,,,,,,,306,49,45,112,100,1606,524,381,342,359,197,24,27,66,80,,,,,0,0,0,0,0,2116,474,420,862,360
