Date,,Bicenntenial Bikeway,Bicentennial Bikeway Pedestrians Inbound,Bicentennial Bikeway Pedestrians Outbound,Bicentennial Bikeway Cyclists Inbound,Bicentennial Bikeway Cyclists Outbound,Bishop Street Enoggera,Bishop Street Pedestrians Inbound,Bishop Street Pedestrians Outbound,Bishop Street Cyclists Inbound,Bishop Street Cyclists Outbound,Ekibin Park,Ekibin Park Pedestrians Inbound,Ekibin Park Pedestrians Outbound,Ekibin Park Cyclists Inbound,Ekibin Park Cyclists Outbound,Eleanor Schonell Bridge Cyclists,Eleanor Schonell Bridge Cyclists Inbound,Eleanor Schonell Bridge Cyclists Outbound,Eleanor Schonell Bridge Pedestrians,Eleanor Schonell Bridge Pedestrians Inbound,Eleanor Schonell Bridge Pedestrians Outbound,Go Between Bridge Cyclists,Go Between Bridge Cyclists Inbound,Go Between Bridge Cyclists Outbound,Go Between Bridge Pedestrians,Go Between Bridge Pedestrians Inbound,Go Between Bridge Pedestrians Outbound,Granville Street Bridge,Granville Street Bridge Pedestrians Inbound,Granville Street Bridge Pedestrians Outbound,Granville Street Bridge Cyclists Inbound,Granville Street Bridge Cyclists Outbound,Jack Pesch Bridge,Jack Pesch Bridge Pedestrians Inbound,Jack Pesch Bridge Pedestrians Outbound,Jack Pesch Bridge Cyclists Outbound,Jack Pesch Bridge Cyclists Inbound,Kangaroo Point Bikeway,Kangaroo Point Bikeway Pedestrians Inbound,Kangaroo Point Bikeway Pedestrians Outbound,Kangaroo Point Bikeway Cyclists Inbound,Kangaroo Point Bikeway Cyclists Outbound,Kedron Brook Bikeway Lutwyche,Kedron Brook Bikeway Lutwyche Pedestrians Inbound,Kedron Brook Bikeway Lutwyche Pedestrians Outbound,Kedron Brook Bikeway Lutwyche Cyclists Inbound,Kedron Brook Bikeway Lutwyche Cyclists Outbound,Kedron Brook Bikeway Mitchelton,Kedron Brook Bikeway Mitchelton Pedestrian Inbound,Kedron Brook Bikeway Mitchelton Pedestrian Outbound,Kedron Brook Bikeway Mitchelton Cyclist Inbound,Kedron Brook Bikeway Mitchelton Cyclist Outbound,Lambert Road Indooroopilly,Lambert Road Indooroopilly Cyclists Inbound,Lambert Road Indooroopilly Cyclists Outbound,Norman Park,Norman Park Pedestrians Inbound,Norman Park Pedestrians Outbound,Norman Park Cyclists Inbound,Norman Park Cyclists Outbound,North Brisbane Bikeway Windsor,North Brisbane Bikeway Mann Park Windsor Pedestrian Inbound,North Brisbane Bikeway Mann Park Windsor Pedestrian Outbound,North Brisbane Bikeway Mann Park Windsor Cyclists Inbound,North Brisbane Bikeway Mann Park Windsor Cyclists Outbound,Riverwalk,Riverwalk Pedestrians Inbound,Riverwalk Pedestrians Outbound,Riverwalk Cyclists Inbound,Riverwalk Cyclists Outbound,Schulz Canal Bridge,Schulz Canal Bridge Pedestrians Inbound,Schulz Canal Bridge Pedestrians Outbound,Schulz Canal Bridge Cyclists Inbound,Schulz Canal Bridge Cyclists Outbound,Stanley Street Cyclists,Stanley Street Cyclists Inbound,Stanley Street Cyclists Outbound,Stanley Street on-road Cyclists Inbound,Story Bridge East ,Story Bridge East Pedestrian Inbound,Story Bridge East Pedestrian Outbound,Story Bridge East Cyclists Inbound,Story Bridge East Cyclists Outbound,Story Bridge West ,Story Bridge West Pedestrian Inbound,Story Bridge West Pedestrian Outbound,Story Bridge West Cyclists Inbound,Story Bridge West Cyclists Outbound
28/10/2014,0:00,5044,2134,2862,26,22,,,,,,,,,,,2532,1201,1331,3300,2361,939,1499,987,512,3923,1437,2486,,,,,,,,,,,3680,1376,1017,566,721,1267,285,281,353,348,,,,,,,,,,,,,,366,70,45,137,114,2217,632,622,521,442,266,32,33,107,94,,,,,0,0,0,0,0,2697,691,595,978,433
29/10/2014,0:00,4967,2154,2767,17,29,,,,,,,,,,,2510,1193,1317,2440,1480,960,1564,1080,484,4900,1873,3027,,,,,,,,,,,4460,2098,1007,573,782,1244,287,241,363,353,,,,,,,,,,,,,,376,91,52,129,104,2332,723,670,474,465,228,32,20,91,85,,,,,0,0,0,0,0,2809,742,556,1032,479
30/10/2014,0:00,4755,2100,2604,20,31,,,,,,,,,,,2492,1225,1267,2360,1433,927,1422,970,452,5016,1957,3059,,,,,,,,,,,3904,1614,977,543,770,1952,1057,251,323,321,,,,,,,,,,,,,,442,132,35,135,140,2245,711,626,463,445,266,34,26,108,98,,,,,0,0,0,0,0,2831,753,626,1045,407
31/10/2014,0:00,4059,1714,2294,22,29,,,,,,,,,,,2004,958,1046,1783,1059,724,1378,1023,355,3274,1313,1961,,,,,,,,,,,2829,930,839,427,633,5763,4731,444,299,289,,,,,,,,,,,,,,318,64,39,120,95,1716,511,396,423,386,220,21,32,88,79,,,,,0,0,0,0,0,1988,527,391,784,286
1/11/2014,0:00,3289,1227,1998,29,35,,,,,,,,,,,1120,522,598,1049,679,370,1236,840,396,2470,739,1731,,,,,,,,,,,3431,1159,1182,425,665,1068,253,114,342,359,,,,,,,,,,,,,,152,23,26,58,45,2333,715,500,560,558,192,18,17,97,60,,,,,0,0,0,0,0,1286,459,421,290,116
2/11/2014,0:00,3312,1211,2045,26,30,,,,,,,,,,,1275,596,679,1384,1001,383,1087,719,368,1763,568,1195,,,,,,,,,,,3885,1544,1191,448,702,1319,225,209,454,431,,,,,,,,,,,,,,221,58,32,69,62,3158,911,652,804,791,225,14,16,102,93,,,,,0,0,0,0,0,1279,493,340,342,104
3/11/2014,0:00,4257,1973,2226,19,39,,,,,,,,,,,1812,862,950,1928,1009,919,1261,739,522,1561,767,794,,,,,,,,,,,3137,1051,920,508,658,1033,229,231,273,300,,,,,,,,,,,,,,348,45,48,107,148,1747,497,474,405,371,204,23,24,83,74,,,,,0,0,0,0,0,1735,592,470,455,218
4/11/2014,0:00,5029,2257,2725,17,30,,,,,,,,,,,2061,984,1077,1939,1050,889,1578,1028,550,2509,1123,1386,,,,,,,,,,,3397,1203,931,558,705,1139,242,237,325,335,,,,,,,,,,,,,,352,69,59,109,115,2098,663,606,451,378,241,21,26,102,92,,,,,0,0,0,0,0,1612,550,422,455,185
5/11/2014,0:00,4941,2276,2616,12,37,,,,,,,,,,,2148,1029,1119,1921,1131,790,1463,963,500,2945,1257,1688,,,,,,,,,,,4109,1794,975,594,746,1174,227,235,356,356,,,,,,,,,,,,,,390,79,57,137,117,2177,661,631,500,385,236,27,22,98,89,,,,,0,0,0,0,0,1747,581,483,458,225
6/11/2014,0:00,4531,2089,2368,29,45,,,,,,,,,,,1996,980,1016,2085,1497,588,1261,838,423,3799,1552,2247,,,,,,,,,,,2874,870,820,542,642,924,172,184,280,288,,,,,,,,,,,,,,374,88,44,117,125,1716,543,369,413,391,223,24,33,85,81,,,,,0,0,0,0,0,1352,410,336,439,167
7/11/2014,0:00,4370,1900,2427,16,27,,,,,,,,,,,1969,976,993,2082,1121,961,1313,928,385,2912,1262,1650,,,,,,,,,,,3074,979,936,478,681,968,187,163,315,303,,,,,,,,,,,,,,450,202,39,121,88,1743,518,415,423,387,259,36,30,96,97,,,,,0,0,0,0,0,1379,410,346,459,164
8/11/2014,0:00,3470,1272,2136,33,29,,,,,,,,,,,1291,606,685,1432,690,742,1447,931,516,4501,1451,3050,,,,,,,,,,,3687,1339,1208,441,699,1228,253,228,386,361,,,,,,,,,,,,,,333,191,23,63,56,2673,842,531,636,664,179,21,22,71,65,,,,,0,0,0,0,0,1396,555,379,340,122
9/11/2014,0:00,3731,1404,2272,27,28,,,,,,,,,,,1311,617,694,997,479,518,1382,922,460,2753,1006,1747,,,,,,,,,,,3868,1313,1307,462,786,1523,234,233,528,528,,,,,,,,,,,,,,351,201,25,72,53,3377,980,720,829,848,241,21,22,103,95,,,,,0,0,0,0,0,1441,509,443,353,136
10/11/2014,0:00,4396,2081,2259,26,30,,,,,,,,,,,2075,1030,1045,2139,1139,1000,1289,836,453,3640,1353,2287,,,,,,,,,,,3459,1124,1043,558,734,1149,249,246,332,322,,,,,,,,,,,,,,359,84,48,120,107,2191,713,618,449,411,239,21,20,102,96,,,,,0,0,0,0,0,1564,490,429,458,187
11/11/2014,0:00,4786,2125,2597,34,30,,,,,,,,,,,2250,1124,1126,2074,1086,988,1518,973,545,4356,1652,2704,,,,,,,,,,,3456,1039,1015,597,805,1190,245,238,370,337,,,,,,,,,,,,,,402,92,60,131,119,2173,635,578,492,468,270,33,20,109,108,,,,,0,0,0,0,0,1533,462,372,513,186
12/11/2014,0:00,4424,1987,2397,12,28,,,,,,,,,,,2100,1033,1067,2141,1121,1020,1457,975,482,2667,1022,1645,,,,,,,,,,,3235,1061,950,497,727,1129,232,215,329,353,,,,,,,,,,,,,,322,56,56,114,96,1860,580,468,445,367,243,28,18,95,102,,,,,0,0,0,0,0,1398,453,303,499,143
13/11/2014,0:00,2997,1367,1588,16,26,,,,,,,,,,,1669,828,841,2009,1069,940,957,607,350,2780,1041,1739,,,,,,,,,,,2362,744,708,399,511,957,250,179,265,263,,,,,,,,,,,,,,307,57,36,115,99,1357,414,310,305,328,179,44,17,55,63,,,,,0,0,0,0,0,1083,331,267,358,127
14/11/2014,0:00,2962,1157,1719,65,21,,,,,,,,,,,956,456,500,655,341,314,1146,798,348,2714,769,1945,,,,,,,,,,,2454,765,798,362,529,1179,165,209,400,405,,,,,,,,,,,,,,199,41,38,68,52,2215,630,422,582,581,191,23,29,70,69,,,,,0,0,0,0,0,949,293,286,272,98
15/11/2014,0:00,2356,936,1354,47,19,,,,,,,,,,,776,394,382,591,313,278,1018,632,386,3836,996,2840,,,,,,,,,,,1977,612,644,318,403,916,151,138,302,325,,,,,,,,,,,,,,98,12,8,54,24,1971,692,356,458,465,127,9,15,55,48,,,,,0,0,0,0,0,819,289,234,218,78
16/11/2014,0:00,2124,781,1313,14,16,,,,,,,,,,,860,436,424,606,335,271,795,537,258,2957,719,2238,,,,,,,,,,,1490,416,394,252,428,742,103,104,266,269,,,,,,,,,,,,,,178,106,7,36,29,1499,376,266,417,440,112,12,14,49,37,,,,,0,0,0,0,0,750,280,186,223,61
17/11/2014,0:00,4014,1864,2063,53,34,,,,,,,,,,,1857,923,934,1946,987,959,1052,719,333,4343,1497,2846,,,,,,,,,,,2997,934,862,498,703,994,224,195,287,288,,,,,,,,,,,,,,338,52,44,119,123,1781,506,518,372,385,188,22,21,75,70,,,,,0,0,0,0,0,1224,388,275,415,146
18/11/2014,0:00,3597,1624,1926,14,33,,,,,,,,,,,1627,789,838,2160,1151,1009,1118,673,445,1570,825,745,,,,,,,,,,,2611,871,786,425,529,918,210,189,266,253,,,,,,,,,,,,,,258,48,32,93,85,1405,451,391,290,273,205,24,21,83,77,,,,,0,0,0,0,0,1172,419,315,338,100
19/11/2014,0:00,3784,1701,2001,41,41,,,,,,,,,,,1685,869,816,1454,884,570,1063,789,274,2114,896,1218,,,,,,,,,,,2167,635,624,405,503,756,131,148,233,244,,,,,,,,,,,,,,260,36,35,100,89,1337,488,212,307,330,182,20,20,69,73,,,,,0,0,0,0,0,1099,359,263,317,160
20/11/2014,0:00,4105,1773,2285,15,32,,,,,,,,,,,1786,843,943,2000,1069,931,1229,843,386,2426,1157,1269,,,,,,,,,,,3044,1037,908,456,643,923,167,184,285,287,,,,,,,,,,,,,,327,69,50,103,105,1910,582,495,422,411,179,31,32,65,51,,,,,0,0,0,0,0,1340,438,341,416,145
21/11/2014,0:00,4100,1667,2346,38,49,,,,,,,,,,,1708,827,881,1674,906,768,1313,941,372,2713,1066,1647,,,,,,,,,,,2644,823,762,432,627,829,123,149,289,268,,,,,,,,,,,,,,240,32,21,109,78,1770,578,413,370,409,217,23,29,84,81,,,,,0,0,0,0,0,1078,334,266,356,122
22/11/2014,0:00,3055,1116,1898,21,20,,,,,,,,,,,915,422,493,669,342,327,1246,857,389,2756,729,2027,,,,,,,,,,,2761,962,971,304,524,1055,148,182,359,366,,,,,,,,,,,,,,157,25,21,69,42,1952,635,341,438,538,170,16,15,85,54,,,,,0,0,0,0,0,84,22,53,6,3
23/11/2014,0:00,3346,1243,2015,66,22,,,,,,,,,,,921,431,490,661,334,327,1028,714,314,1882,624,1258,,,,,,,,,,,3308,1076,1054,452,726,1139,156,198,408,377,,,,,,,,,,,,,,145,22,19,48,56,2347,679,414,587,667,159,16,12,65,66,,,,,0,0,0,0,0,0,0,0,0,0
24/11/2014,0:00,4507,2045,2313,104,45,,,,,,,,,,,1684,808,876,1355,682,673,1236,835,401,3765,1411,2354,,,,,,,,,,,3353,1068,1047,523,715,1032,198,228,292,314,,,,,,,,,,,,,,342,53,37,138,114,2112,659,607,420,426,233,24,27,95,87,,,,,0,0,0,0,0,1,0,1,0,0
25/11/2014,0:00,5058,2161,2801,61,35,,,,,,,,,,,1913,948,965,1381,709,672,1533,1049,484,4114,1502,2612,,,,,,,,,,,3410,1045,944,606,815,1170,191,203,394,382,,,,,,,,,,,,,,434,78,36,181,139,2173,677,553,456,487,295,34,28,123,110,,,,,0,0,0,0,0,5,2,2,1,0
26/11/2014,0:00,3921,1801,2063,19,38,,,,,,,,,,,1500,734,766,1439,735,704,1257,796,461,2384,983,1401,,,,,,,,,,,2958,925,896,482,655,923,224,190,260,249,,,,,,,,,,,,,,288,43,42,102,101,1701,518,416,384,383,241,31,27,92,91,,,,,0,0,0,0,0,14,4,5,3,2
27/11/2014,0:00,4389,1927,2251,96,115,,,,,,,,,,,1391,756,635,1108,617,491,1232,846,386,3145,1239,1906,,,,,,,,,,,2130,572,549,448,561,864,198,149,251,266,,,,,,,,,,,,,,340,122,32,114,72,1546,635,266,295,350,211,18,24,91,78,,,,,0,0,0,0,0,36,26,2,7,1
28/11/2014,0:00,2261,1008,1192,21,40,,,,,,,,,,,949,448,501,1164,624,540,795,465,330,1940,942,998,,,,,,,,,,,1744,656,626,165,297,617,163,141,154,159,,,,,,,,,,,,,,221,54,31,65,71,902,290,212,196,204,162,14,17,70,61,,,,,0,0,0,0,0,25,8,12,3,2
29/11/2014,0:00,2860,1067,1723,45,25,,,,,,,,,,,857,375,482,714,378,336,1182,848,334,4379,1354,3025,,,,,,,,,,,3195,1160,1117,360,558,1074,234,191,320,329,,,,,,,,,,,,,,236,102,28,67,39,2030,692,426,443,469,159,16,12,69,62,,,,,0,0,0,0,0,0,0,0,0,0
30/11/2014,0:00,3469,1279,2115,49,26,,,,,,,,,,,1065,504,561,720,356,364,1201,838,363,2797,1044,1753,,,,,,,,,,,3656,1222,1210,490,734,1375,278,234,424,439,,,,,,,,,,,,,,212,84,19,67,42,2850,895,558,681,716,241,24,26,101,90,,,,,0,0,0,0,0,4,0,4,0,0
1/12/2014,0:00,4369,1946,2376,11,36,,,,,,,,,,,1555,735,820,1427,734,693,1361,867,494,3865,1520,2345,,,,,,,,,,,3284,1131,961,504,688,1149,272,260,314,303,,,,,,,,,,,,,,406,67,42,154,143,2057,635,589,410,423,203,24,22,86,71,,,,,0,0,0,0,0,5,0,5,0,0
2/12/2014,0:00,41,0,0,12,29,,,,,,,,,,,1590,764,826,1536,796,740,1357,836,521,2669,1133,1536,,,,,,,,,,,3055,1007,924,495,629,992,221,209,289,273,,,,,,,,,,,,,,373,55,43,149,126,2023,617,535,431,440,201,25,33,74,69,,,,,0,0,0,0,0,5,0,0,3,2
3/12/2014,0:00,101,0,0,59,42,,,,,,,,,,,1746,834,912,1302,697,605,1516,985,531,3879,1597,2282,,,,,,,,,,,3186,924,942,567,753,1075,230,212,329,304,,,,,,,,,,,,,,385,59,36,157,133,2081,648,480,451,502,274,33,35,103,103,,,,,0,0,0,0,0,17,4,9,3,1
4/12/2014,0:00,74,0,0,32,42,,,,,,,,,,,1708,832,876,1273,655,618,1280,826,454,4297,1624,2673,,,,,,,,,,,2872,864,832,510,666,999,206,200,297,296,,,,,,,,,,,,,,369,51,43,150,125,1886,544,428,432,482,220,35,29,75,81,,,,,0,0,0,0,0,6,3,1,1,1
5/12/2014,0:00,57,0,0,22,35,,,,,,,,,,,1336,651,685,1030,558,472,1191,841,350,2915,1141,1774,,,,,,,,,,,1889,550,519,331,489,683,108,116,236,223,,,,,,,,,,,,,,215,35,25,88,67,1108,271,196,310,331,180,24,23,72,61,,,,,0,0,0,0,0,7,1,0,4,2
6/12/2014,0:00,26,0,0,12,14,,,,,,,,,,,481,218,263,581,296,285,778,523,255,1249,540,709,,,,,,,,,,,1885,745,671,172,297,669,186,152,155,176,,,,,,,,,,,,,,71,16,12,22,21,1049,374,247,199,229,108,13,12,39,44,,,,,0,0,0,0,0,342,111,172,43,16
7/12/2014,0:00,58,0,0,20,38,,,,,,,,,,,926,459,467,597,302,295,923,646,277,1419,608,811,,,,,,,,,,,2989,984,1023,392,590,1154,229,218,348,359,,,,,,,,,,,,,,160,80,13,40,27,2482,928,413,576,565,165,17,22,72,54,,,,,0,0,0,0,0,905,284,371,190,60
8/12/2014,0:00,54,0,0,15,39,,,,,,,,,,,1259,624,635,1093,585,508,1037,725,312,2214,1029,1185,,,,,,,,,,,1688,390,460,390,448,750,162,153,205,230,,,,,,,,,,,,,,247,32,21,100,94,1068,262,195,314,297,191,27,29,71,64,,,,,0,0,0,0,0,770,253,208,215,94
9/12/2014,0:00,60,0,0,15,45,,,,,,,,,,,1492,739,753,1122,617,505,1267,866,401,2836,1206,1630,,,,,,,,,,,2456,688,693,442,633,1032,214,198,318,302,,,,,,,,,,,,,,313,75,34,124,80,1699,467,431,409,392,246,34,25,90,97,,,,,0,0,0,0,0,916,329,162,293,132
10/12/2014,0:00,69,0,0,18,51,,,,,,,,,,,1601,757,844,1287,701,586,1261,897,364,2630,1186,1444,,,,,,,,,,,2834,858,841,480,655,1101,248,223,317,313,,,,,,,,,,,,,,304,52,38,105,109,1738,486,406,408,438,230,26,26,92,86,,,,,0,0,0,0,0,897,302,171,321,103
11/12/2014,0:00,49,0,0,25,24,,,,,,,,,,,1319,661,658,851,526,325,1043,691,352,2227,994,1233,,,,,,,,,,,1879,526,530,380,443,707,133,126,211,237,,,,,,,,,,,,,,235,40,23,107,65,1108,349,138,279,342,167,19,24,63,61,,,,,0,0,0,0,0,719,233,142,239,105
12/12/2014,0:00,37,0,0,7,30,,,,,,,,,,,950,455,495,1219,655,564,940,569,371,1375,810,565,,,,,,,,,,,1809,619,573,259,358,694,195,187,162,150,,,,,,,,,,,,,,226,54,36,59,77,1066,329,256,242,239,125,18,22,44,41,,,,,0,0,0,0,0,857,333,236,216,72
13/12/2014,0:00,45,0,0,16,29,,,,,,,,,,,10,2,8,849,439,410,1206,775,431,1182,475,707,,,,,,,,,,,2494,947,855,274,418,939,215,187,266,271,,,,,,,,,,,,,,129,19,20,40,50,1563,455,269,404,435,144,31,16,50,47,,,,,0,0,0,0,0,1010,411,372,163,64
14/12/2014,0:00,33,0,0,15,18,,,,,,,,,,,0,0,0,685,351,334,1186,836,350,899,434,465,,,,,,,,,,,3310,1108,1018,441,743,1227,239,199,388,401,,,,,,,,,,,,,,201,59,30,57,55,2307,608,437,593,669,175,23,22,72,58,,,,,0,0,0,0,0,1183,448,355,279,101
15/12/2014,0:00,55,0,0,14,41,,,,,,,,,,,0,0,0,1314,693,621,1223,805,418,4000,1588,2412,,,,,,,,,,,3061,981,855,513,712,1070,239,202,313,316,,,,,,,,,,,,,,416,117,48,124,127,2181,656,608,467,450,247,30,36,92,89,,,,,0,0,0,0,0,1031,371,179,380,101
16/12/2014,0:00,65,0,0,31,34,,,,,,,,,,,0,0,0,1299,680,619,1492,1033,459,3952,1535,2417,,,,,,,,,,,3257,1030,932,556,739,1221,246,229,370,376,,,,,,,,,,,,,,370,67,45,148,110,1975,507,478,496,494,271,36,32,106,97,,,,,0,0,0,0,0,1131,361,274,393,103
17/12/2014,0:00,61,0,0,21,40,,,,,,,,,,,0,0,0,887,534,353,1151,743,408,4383,1747,2636,,,,,,,,,,,2333,573,620,478,662,880,179,152,279,270,,,,,,,,,,,,,,298,79,27,110,82,1629,413,344,439,433,215,28,30,82,75,,,,,0,0,0,0,0,899,294,157,317,131
18/12/2014,0:00,69,0,0,28,41,,,,,,,,,,,0,0,0,901,489,412,953,656,297,2800,1079,1721,,,,,,,,,,,1743,420,495,347,481,732,137,138,228,229,,,,,,,,,,,,,,305,120,27,95,63,1301,429,210,319,343,178,19,25,65,69,,,,,0,0,0,0,0,755,238,132,261,124
19/12/2014,0:00,49,0,0,12,37,,,,,,,,,,,0,0,0,894,533,361,907,602,305,3569,1437,2132,,,,,,,,,,,2042,647,622,337,436,773,184,161,220,208,,,,,,,,,,,,,,341,210,22,66,43,1290,371,275,322,322,162,34,28,50,50,,,,,0,0,0,0,0,780,285,157,258,80
20/12/2014,0:00,149,0,0,75,74,,,,,,,,,,,0,0,0,602,312,290,956,673,283,2668,708,1960,,,,,,,,,,,2739,1013,877,334,515,1014,212,193,312,297,,,,,,,,,,,,,,177,66,20,43,48,1562,469,279,389,425,190,42,16,62,70,,,,,0,0,0,0,0,807,346,244,160,57
21/12/2014,0:00,147,0,0,76,71,,,,,,,,,,,0,0,0,560,266,294,1033,704,329,1141,447,694,,,,,,,,,,,2908,1005,933,357,613,1383,244,226,456,457,,,,,,,,,,,,,,210,39,22,73,76,1963,457,375,544,587,173,27,15,69,62,,,,,0,0,0,0,0,916,359,248,225,84
22/12/2014,0:00,528,90,219,109,110,,,,,,,,,,,0,0,0,801,438,363,1066,741,325,3167,1131,2036,,,,,,,,,,,2541,839,781,369,552,1038,237,221,291,289,,,,,,,,,,,,,,296,86,52,77,81,1721,445,381,434,461,168,22,14,71,61,,,,,0,0,0,0,0,827,299,175,279,74
23/12/2014,0:00,2221,2047,0,82,92,,,,,,,,,,,0,0,0,815,424,391,1144,800,344,3105,1050,2055,,,,,,,,,,,2594,826,778,390,600,1091,221,190,360,320,,,,,,,,,,,,,,244,69,45,72,58,1644,455,347,408,434,176,19,22,76,59,,,,,0,0,0,0,0,729,270,152,236,71
24/12/2014,0:00,157,0,2,79,76,,,,,,,,,,,0,0,0,464,261,203,1001,719,282,2767,1068,1699,,,,,,,,,,,1809,543,508,310,448,944,179,165,302,298,,,,,,,,,,,,,,166,55,15,56,40,1399,412,233,364,390,169,17,19,70,63,,,,,0,0,0,0,0,607,207,151,194,55
25/12/2014,0:00,173,0,0,83,90,,,,,,,,,,,0,0,0,313,149,164,385,255,130,1286,396,890,,,,,,,,,,,1679,583,573,194,329,552,131,134,140,147,,,,,,,,,,,,,,94,36,25,19,14,1276,401,274,280,321,68,10,10,23,25,,,,,0,0,0,0,0,408,155,117,105,31
26/12/2014,0:00,208,0,0,97,111,,,,,,,,,,,0,0,0,281,149,132,573,418,155,757,253,504,,,,,,,,,,,1941,662,671,217,391,1015,162,177,331,345,,,,,,,,,,,,,,114,26,13,48,27,1506,439,320,356,391,131,16,16,52,47,,,,,0,0,0,0,0,542,203,154,148,37
27/12/2014,0:00,95,0,0,46,49,,,,,,,,,,,511,511,0,137,58,79,166,109,57,361,141,220,,,,,,,,,,,699,318,263,48,70,192,55,54,42,41,,,,,,,,,,,,,,43,3,17,13,10,285,143,52,49,41,40,8,10,11,11,,,,,0,0,0,0,0,313,170,110,26,7
28/12/2014,0:00,188,0,0,92,96,,,,,,,,,,,0,0,0,361,179,182,336,228,108,453,251,202,,,,,,,,,,,1653,714,607,124,208,719,224,181,160,154,,,,,,,,,,,,,,53,2,3,34,14,985,417,246,152,170,68,14,10,25,19,,,,,0,0,0,0,0,731,372,235,94,30
29/12/2014,0:00,287,0,0,161,126,,,,,,,,,,,0,0,0,454,232,222,581,385,196,842,463,379,,,,,,,,,,,2153,721,744,303,385,983,221,174,296,292,,,,,,,,,,,,,,84,0,0,52,32,1593,465,299,405,424,118,18,16,43,41,,,,,0,0,0,0,0,697,255,191,180,71
30/12/2014,0:00,451,0,0,304,147,,,,,,,,,,,0,0,0,385,203,182,917,641,276,2238,907,1331,,,,,,,,,,,2055,553,644,335,523,1098,201,184,348,365,,,,,,,,,,,,,,102,0,0,66,36,1799,463,320,503,513,151,19,21,62,49,,,,,0,0,0,0,0,728,295,162,216,55
31/12/2014,0:00,265,0,0,159,106,,,,,,,,,,,0,0,0,225,123,102,946,591,355,2800,915,1885,,,,,,,,,,,2368,664,942,297,465,863,135,133,292,303,,,,,,,,,,,,,,103,12,0,57,34,1400,437,236,351,376,188,25,14,86,63,,,,,0,0,0,0,0,726,272,218,156,80
